clue_numbers,solving_time_ms,backtrack_count,propagation_count
396278145287541963514369872721495386638712594459683217862157439175934628943826751,62,0.007,0,0
197846523235917648486325719513479862749268351628153974852731496371694285964582137,62,0.008,0,0
379512846846793251251468379493127568712685493568934712927851634634279185185346927,62,0.011,0,0
759263814841795263236814795974652138183947652625138947567321489498576321312489576,62,0.007,0,0
146389725938572614257461893561894237372615948489723156823157469715946382694238571,62,0.008,0,0
763829154829451367451763928176382549382945671945176283517638492638294715294517836,62,0.026,0,0
178924653536871942429635817652318794813749265947256381385197426264583179791462538,62,0.006,0,0
487159362915326847632874195824791536179563284356248719268417953741935628593682471,62,0.007,0,0
827531649964728351135469278258143796679852413341976582786215934493687125512394867,62,0.006,0,0
961347825825196473473582961238965714714823659659471238342658197586719342197234586,62,0.008,0,0
851792634346158729297643185572369841963814257418275396739486512684521973125937468,62,0.007,0,0
584126793216793854973854126627938541398541267451267938142679385769385412835412679,62,0.006,0,0
493865712856127943172439586215374869347698125689251437528713694731946258964582371,62,0.006,0,0
267514893541389762398276145612458379485937216973621584729165438834792651156843927,62,0.007,0,0
564193728931782465827456139245961873619837542378524916496318257752649381183275694,62,0.007,0,0
347685921865921437291437685589214376736859214124376859678592143952143768413768592,62,0.020,0,0
516837924429156783387249615951368247638472159742591836295613478163784592874925361,62,0.008,0,0
267598341985413672134726859416872935593641287728359164879135426351264798642987513,62,0.007,0,0
693154728154872936872693541738946215946521387521738469419285673285367194367419852,62,0.008,0,0
812749563497653821536281479178496352964532187325817946741965238659328714283174695,62,0.018,0,0
831527649469381527257649381692134758578962134314758962146873295783295416925416873,62,0.007,0,0
719628453453791682682435719248357961961284375375916248834579126597162834126843597,62,0.009,0,0
821437659374956281569182734748369125215874963693521478482793516156248397937615842,62,0.006,0,0
785396421639412875241857369417568932392174586856923147924781653563249718178635294,62,0.026,0,0
647583291853291467921467583218749356536128749479356128364815972792634815185972634,62,0.006,0,0
987514632362798415145236897873945261459162783621387549736859124598421376214673958,62,0.008,0,0
162957834438216975579843261324169587785432196691578423847321659213695748956784312,62,0.007,0,0
215493687439867521876251943162345879798126435354789216523974168947618352681532794,62,0.007,0,0
371862594862495173495371268718624359624953817953718426537186942186249735249537681,62,0.011,0,0
476918325235476198918235746789152634364789512152364879543697281821543967697821453,62,0.011,0,0
174685329239147568658293714382719456546328971791564832415836297863972145927451683,62,0.007,0,0
146829375537164928892573461259731846713648592684295137975316284361482759428957613,62,0.006,0,0
428169735169357842357428916942716583716835294835942671283694157694571328571283469,62,0.007,0,0
967248513351796824482135679795624381246813957138579462814357296629481735573962148,62,0.006,0,0
654913728782465193139278645478596231965321487213847956821754369396182574547639812,62,0.006,0,0
134856927927143865865972134641285379379614258258397641493561782782439516516728493,62,0.014,0,0
247591683159638427863472519538726941672914358491385762985263174714859236326147895,62,0.006,0,0
569213847312847965748965213183794526497526381625381794236178459954632178871459632,62,0.007,0,0
512463789643879512789152643964728351351694278278531964435986127127345896896217435,62,0.014,0,0
987316542163524789245798361326459817718632495594871623831265974652947138479183256,62,0.007,0,0
957328164328416579416957283583264791179583642264179835842691357735842916691735428,62,0.007,0,0
596237841481596327237481956975312684864975132312864795729143568658729413143658279,62,0.011,0,0
652783914873491625941562837426358791538179462719246583285937146397614258164825379,62,0.007,0,0
912846753357129486684573219765312894498657132231984567173298645546731928829465371,62,0.011,0,0
597642381264813597381975264645128973973456812812739645738594126126387459459261738,62,0.006,0,0
287653149914872653365149872879526431143798526652431798528364917791285364436917285,62,0.007,0,0
385147692147269853269385471652873914873491526491652738924536187718924365536718249,62,0.008,0,0
216859734347126958589437621721568493658394172934271865472615389893742516165983247,62,0.011,0,0
451738269783629145692415378826941753914573682537862491175386924368294517249157836,62,0.008,0,0
684592137137486295295731684569327418418965723723814569946253871871649352352178946,62,0.006,0,0
673194258285763941914825637498257316361948572527631489842576193139482765756319824,62,0.007,0,0
264179538358264719179358624836427195427915386915836247682741953741593862593682471,62,0.008,0,0
368529471714368952529714836832951647476832195951476283197643528643285719285197364,62,0.006,0,0
519384267627195348438276159851437692962518473743629581274961835385742916196853724,62,0.013,0,0
356217894721489635948563172289634751463175928517892346834756219675921483192348567,62,0.007,0,0
587461932461293875293587614756149283149328567328756491674912358835674129912835746,62,0.011,0,0
259431867876259413431876295125643978643987152987125634764598321598312746312764589,62,0.008,0,0
623715849849632751751894623537481296418269537296573418365147982174928365982356174,62,0.007,0,0
375196842691248375842573691287935164539461287164782539418327956723659418956814723,62,0.007,0,0
728149536365827194941563872594638217172495683836271459659382741417956328283714965,62,0.008,0,0
271859436634217598895643172356724819918365247742981653583476921129538764467192385,62,0.014,0,0
513426798798153246246978513359261874874539621621784359937615482165842937482397165,62,0.006,0,0
354861972729543618186297435978324561432156897615789243247635189563918724891472356,62,0.006,0,0
235879416461235897879461253698314725752698341314752689927186534543927168186543972,62,0.019,0,0
792143865143568297568792341625937184937481526481625739276319458854276913319854672,62,0.007,0,0
928573614573614928614928573462897351351462897897351462136249785785136249249785136,62,0.008,0,0
974256381526813479183794625861379542245681937739425168658137294492568713317942856,62,0.007,0,0
316849725527316948849527613173468592468295371295173864634982157751634289982751436,62,0.014,0,0
146857392293641857758392641581739264937264185462185739375926418629418573814573926,62,0.012,0,0
925371486684952713317648529856297341279134658143865972732416895461589237598723164,62,0.007,0,0
196574382832619475745283916467835291921746538358192647614357829573928164289461753,62,0.007,0,0
425983167389176542671524938816457329293618475754392681147235896532869714968741253,62,0.008,0,0
518739624426158973379246815632481759841597236957362148164875392293614587785923461,62,0.007,0,0
462738195738159426159462783945276831813945267276813954524687319687391542391524678,62,0.006,0,0
417286935286593174593417862962135748135874629874962351648329517751648293329751486,62,0.008,0,0
784639215251874396369521748926715483438296157175348962612457839547983621893162574,62,0.007,0,0
218746935674935182593182746945321867132867459786459321469513278351278694827694513,62,0.007,0,0
516328749238479516749156238973564821654281973821793654185932467392647185467815392,62,0.007,0,0
213964587857132946496578123974385612538621794162749358641897235325416879789253461,62,0.009,0,0
697315824284679531351248967942567183576831492813924756165483279729156348438792615,62,0.008,0,0
781392654456871239932546187867139425524687913319254768173925846648713592295468371,62,0.006,0,0
439185672267439851185267394948516237516723489723948165374891526652374918891652743,62,0.006,0,0
427915836951683724638472159842759361795136248163824597384297615516348972279561483,62,0.026,0,0
931685724568427913742319586273961845196548237854732169487293651329156478615874392,62,0.006,0,0
215837946378946521469521837831794652947652183526183794654218379793465218182379465,62,0.011,0,0
148269735629573184753418692437821569596347218281956473874192356912635847365784921,62,0.013,0,0
192348765675219843483567912517924638368751429249836157856172394934685271721493586,62,0.007,0,0
258163479947825316631794582795382641823416957164579238572638194419257863386941725,62,0.007,0,0
563218749128479563749653128637825491491367285285941637856192374912734856374586912,62,0.006,0,0
471258936936741528528396471652913847193487652847562193365179284719824365284635719,62,0.008,0,0
135867492249153768876294351624931875913578246587642139491385627762419583358726914,62,0.011,0,0
426857139319264875785193246197632584854971623263548917978316452631425798542789361,62,0.007,0,0
192576483765384912843219675428195367951763248637842591579638124214957836386421759,62,0.012,0,0
764253819352891476198467235983146752641725398527389164835914627276538941419672583,62,0.007,0,0
692537814481296357735184926263875491578941632149362785327458169916723548854619273,62,0.049,0,0
728136954136549872549728613873614295952873461614952387297381546465297138381465729,62,0.008,0,0
987325164461789325523164789196857243758243691342691857214976538679538412835412976,62,0.006,0,0
657832914328941756419765823965273148841596237732184569573428691284619375196357482,62,0.006,0,0
486312759213795648597684321649823175328157964751946832172569483834271596965438217,62,0.006,0,0
915687342234591768876423159421759836597368214683142975758236491362914587149875623,62,0.012,0,0
386971452971524638524386197749265381813749526265813974457632819632198745198457263,62,0.006,0,0
247856193568139742391724865756983421124675938839412657912547386475368219683291574,62,0.006,0,0
582167934439258176671943285157396842248715369963824751894572613316489527725631498,62,0.020,0,0
427581396639247518851369274985673421763412859142895637514938762276154983398726145,62,0.008,0,0
453281796967435821218976345396854172721369584845712639672593418184627953539148267,62,0.007,0,0
539187246718462539246395718874236951623519874951748623365971482482653197197824365,62,0.006,0,0
154926837873541629692738145538419762941267583726385914485192376367854291219673458,62,0.013,0,0
243576198567819342891234765938427516615983274472651839754168923329745681186392457,62,0.008,0,0
419836752275941683368527194653279841184365927792418536526794318947183265831652479,62,0.008,0,0
248735619169428735375619428681542973452973861793861542917286354826354197534197286,62,0.006,0,0
963521847251748396478693125734169258582374961619852473845937612397216584126485739,62,0.007,0,0
875694123231578649496132587623781954549326718187945362754269831962813475318457296,62,0.008,0,0
751832649946157832238649157195378426624591378873426591482965713569713284317284965,62,0.017,0,0
182734596743965812956128473829413657431576289567892341295381764318647925674259138,62,0.008,0,0
243187956718695324569432871195326748632874519487951263851269437374518692926743185,62,0.008,0,0
973825146146379528528641973239584761485167239761932485892456317654713892317298654,61,0.008,0,0
762841593148539276935267814576412389893675421214398657621984735357126948489753162,61,0.007,0,0
347298156829615734561473982784529613136847295952361478498152367673984521215736849,61,0.006,0,0
574186392392754816816932574459867231687321459231549687943675128765218943128493765,61,0.008,0,0
386941257257638419419725386648192735921573648735864921894217563172356894563489172,61,0.014,0,0
938612745216475389574839162145987623789263451362541897823156974497328516651794238,61,0.006,0,0
395124678768539421241876935534612789126987354879453216983245167452761893617398542,61,0.007,0,0
527498361849631725163275948495386172638712594271954836952843617716529483384167259,61,0.007,0,0
243168579579423618618759243967534821821697354354281967786945132132876495495312786,62,0.007,0,0
652143978879652341143879256364917582285364719917285463426731895598426137731598624,61,0.008,0,0
869145237154723968732896451548312796321679845697584123486251379973468512215937684,61,0.008,0,0
816975423597234816423168597268751934934682175175349268651497382749823651382516749,61,0.006,0,0
927853461358641279146729583692537148735418926814296357581964732469372815273185694,61,0.006,0,0
671945823945283761283671495852736149736419582419852376164598237598327614327164958,62,0.007,0,0
597624831813957246264183579978465123645312987132798654459236718781549362326871495,61,0.006,0,0
675129348921384567483576192548761239392845716167293854754612983216938475839457621,61,0.011,0,0
691873542542619837837524691784295163259136784163748259318457926475962318926381475,61,0.008,0,0
174936528639528471825471936563284719917365284482719365391652847748193652256847193,61,0.007,0,0
619482375824375961753961482461238597975146238382597146197624853246853719538719624,61,0.007,0,0
619834275483257169725196843972613458548729631361485792836542917197368524254971386,61,0.009,7,34
914728356728356914356914728549187263263549187187263549832695471695471832471832695,61,0.014,0,0
614928735753416892829357641372564918465189327981273456547691283238745169196832574,61,0.007,0,0
641257839983614752275938416597386241124579683368142975452793168739861524816425397,61,0.007,0,0
495612873621387594378459126713948652984265317256731489839524761167893245542176938,61,0.012,0,0
197542683254386179638971245713294856429658731865137492376419528582763914941825367,61,0.008,7,34
791563284365248179842197536427319865913856742658724391136485927279631458584972613,61,0.013,0,0
932614875461758932875329461196475283283961547547832196358296714629147358714583629,62,0.008,0,0
341825769976341258825976413269713584713458692458269137592637841637184925184592376,61,0.011,0,0
294576318765381492813429567148295736952763841637814259421957683579638124386142975,61,0.007,0,0
384271659956348712217965483738612594621459837495783126562894371173526948849137265,61,0.008,0,0
976481325148523967352769184635978241897142653214356879489215736521637498763894512,61,0.008,0,0
574893612893162754162574983631725498948631275725948361459386127386217549217459836,61,0.007,0,0
492835176176924583583761492764259831925318764831647925317496258258173649649582317,61,0.017,0,0
253869471471253869869471253794512638512638794638794512987145326145326987326987145,61,0.007,0,0
567134982314298576928657341752346819891572463436981725279465138645813297183729654,61,0.008,0,0
687345912129867543435219768763452891542198376918673254374521689251986437896734125,61,0.006,0,0
731928645289465713654173298812659374596734821347281569178592436925346187463817952,61,0.007,0,0
748956123231478659596321874674519382159283467823764915482697531967135248315842796,61,0.006,0,0
347981526918256734265374891534719682826543179791862453182635947653497218479128365,61,0.007,0,0
356892741928471365714635982283914576567328194149756238492167853671583429835249617,61,0.008,0,0
978164325461352897253879146827691534196543782345728619514237968732986451689415273,61,0.006,0,0
163957248842163759957842361628531974479628135531479826715294683294386517386715492,61,0.007,0,0
893514672154726398276983451489165723327849516615237984932458167761392845548671239,61,0.024,0,0
615274938938516472472839615124987356356421789789653124863145297541792863297368541,61,0.032,0,0
738492516249156837615387942196573284482961753357824691563748129874219365921635478,61,0.020,0,0
521674983389251467764839125895127346217463598643985712438592671952716834176348259,61,0.006,0,0
962738514154296837387415692673184259529367481841952763718549326495623178236871945,61,0.006,0,0
359718462624395178781642935596831724813274659247569381135487296478926513962153847,61,0.006,0,0
564781293718923456932546871453867129291435687876219345685172934127394568349658712,61,0.008,0,0
298736154451829763367145892726513948849672531135984627682357419914268375573491286,61,0.007,0,0
836725194725914386914836275471693852693582741582471963349268517157349628268157439,61,0.006,0,0
513269874269847531847513296921786345354921768786354912672438159195672483438195627,61,0.009,0,0
873954126126738495495261873347195682682473519519826347754619238238547961961382754,61,0.026,0,0
364817259718592346295463781653741928147289635982356174431978562526134897879625413,61,0.007,0,0
529378461738146592416259783972483615651792834843561927364915278195827346287634159,61,0.006,0,0
964851237327469518158723694812637945495218376736594182541382769283976451679145823,61,0.007,0,0
671345298982167345453298167726451983514983672839672451348729516297516834165834729,61,0.006,0,0
162459873495387261378126594249573618816294735537861942781642359624935187953718426,61,0.007,0,0
641875329293461578785923164369714852528639417174258936832196745916547283457382691,61,0.008,0,0
945163872163287459287945631852439716671852394439671528726598143598314267314726985,61,0.009,0,0
153879462426153897879426135947612358385947621612385974231598746598764213764231589,61,0.012,0,0
318965472695247381427138659276814935953726148184593267769482513842351796531679824,61,0.007,7,24
198275643257463819436189725813792564645831972729654381971526438384917256562348197,61,0.008,0,0
186425397425937816937186245648592173713648952592713468361854729854279631279361584,61,0.006,0,0
183547692962183457547962813835479261479621385621835749354796128218354976796218534,61,0.013,7,36
429671835835429671671835429796318254318254796254796318163582947582947163947163582,61,0.011,0,0
892145376415673289763982541341726958276859134589431627634297815927518463158364792,61,0.007,0,0
815467923392185476647932158458796231976213584123548769531874692784629315269351847,61,0.015,0,0
385796214412835679976142583154683927863279451729514368698427135247351896531968742,61,0.006,0,0
349127865685943271721586439816354927453792186297618543932871654564239718178465392,61,0.007,0,0
984276513627531894153849267876312459549768321231495786395684172468127935712953648,61,0.013,0,0
685149732914273568327856491738615249561924873492387156243768915876591324159432687,61,0.006,0,0
183259476952467318764381295395672841418593627276814539527146983641938752839725164,61,0.008,0,0
489361527752498163316725894824139675567842931193576248941653782278914356635287419,61,0.023,0,0
147892356653147298892653741789265413265314987314789562926531874478926135531478629,61,0.019,0,0
932476158851923764467815239296754381745138692183269547319642875624587913578391426,61,0.024,0,0
182634597957218436346795812823946751469157283571382649718423965234569178695871324,61,0.007,0,0
657382914238914576491576382386129745912745863574863129749658231123497658865231497,61,0.007,0,0
918237564327456981546198372652984713894371625731562849179623458485719236263845197,61,0.008,0,0
296137458371845296458629371847562139625913847139784625783456912564291783912378564,61,0.008,0,0
618943572934257816275681439821436795597812364463579128749125683386794251152368947,61,0.010,0,0
346829751751346829829751346682975134134682975975134682468297513513468297297513468,61,0.007,0,0
348769215125438769679215438256841973481973526793526841567182394934657182812394657,61,0.006,0,0
756482913391765284428319567983571642517246839264938175849153726135627498672894351,61,0.012,0,0
671329584329458716458671293213594867594786132786213945847162359162935478935847621,61,0.007,0,0
894527163257163984613984527729635841365841279481279635532416798978352416146798352,61,0.008,0,0
427196385691853472358724619516382947974615238283479561732941856865237194149568723,61,0.008,0,0
726419583914358276853627194692184735481573962375296841138765429567942318249831657,61,0.019,0,0
463278915782159634591346827627581349815493276934762158149637582376825491258914763,61,0.009,0,0
641759283579328614238461597967583142853214976124697835395842761716935428482176359,61,0.007,0,0
752913864648572319193468275526397148937841652481256793819624537375189426264735981,61,0.028,0,0
418537269629481753573692148367924581942815637851376492284153976796248315135769824,61,0.007,0,0
875142369396785421412936857649357218537821694281469573924673185158294736763518942,61,0.007,0,0
854172369963845721127936458239684175648517932571293846415729683792368514386451297,61,0.007,0,0
598267431413958672627143589752631894361489725849572316285716943176394258934825167,61,0.008,0,0
843512697967384215125796483784231956596478132312659874259867341431925768678143529,61,0.008,0,0
639251847874936125152478693483569271965712438217384956728643519591827364346195782,61,0.008,0,0
238546791564197382179283645426975138813462579957831264745319826391628457682754913,61,0.007,0,0
465129738387465912129387546542918673918736254736542891251893467893674125674251389,61,0.007,0,0
347518692185962374629734158762453981534891726918276543853129467476385219291647835,61,0.014,0,0
893276541541398672672145893425819736918637425736524918159783264387462159264951387,61,0.011,0,0
618947532974523618532681974863419257257836491491275863385164729729358146146792385,61,0.007,0,0
512796438679483152348125769793854216485261973126937845267349581934518627851672394,61,0.007,0,0
791652483562438917348971625134729568279586341856314792627845139913267854485193276,61,0.007,0,0
465127839389546721271938645853461972792385164614279583937854216548612397126793458,61,0.007,0,0
165423789879156342432897615283971456917564823546238197624389571398715264751642938,61,0.044,0,0
763189245542673918819452367354796182281534679976821453428365791635917824197248536,61,0.007,0,0
915432867342867195687195432429783516156249783873516249568921374291374658734658921,61,0.006,0,0
983274156742516938165398724659783412421965873837142695216859347598437261374621589,61,0.011,0,0
495617823176823549238549617817352964523964781649781352764138295952476138381295476,61,0.007,0,0
892371645546982137731456298279513486684729351153864972428197563365248719917635824,61,0.013,0,0
472861593681539724359742816148695372965327481237418659824156937793284165516973248,61,0.007,0,0
315296748296784351784315269679438512438521697521679483947853126853162974162947835,61,0.006,0,0
182567349349812657657439182935124768768395214214678935423781596596243871871956423,61,0.007,0,0
892645137465137982317982645123598764674213598958764213549376821281459376736821459,61,0.011,0,0
647312859123589674895764132251897463436125987978643215314258796769431528582976341,61,0.008,0,0
695782431728143596134659827562837914419526378873491265381964752257318649946275183,61,0.006,0,0
735894621849612735621753849164527983572938164983146572418265397256379418397481256,61,0.007,0,0
498176325617523489352984671769312854845697213231458796583749162126835947974261538,61,0.008,0,0
862314579597268431413795826978426153135879642624531987786142395359687214241953768,61,0.008,0,0
216374589958261473347985162182436795463597821579128634891642357735819246624753918,61,0.006,0,0
798261345543798162261543897156374928374829651829156473487912536635487219912635784,61,0.007,0,0
915237648864159237723648159238496571157382496649571382572863914491725863386914725,61,0.007,0,0
175829643346517892298634571952348167483176259761295384519482736824763915637951428,61,0.021,0,0
365984712127635489894217536253468197648791325971523864732856941586149273419372658,61,0.008,0,0
634712589598346217271985643912853764746129358385467921829534176167298435453671892,61,0.008,0,0
195234867342786195867519342539428716284671539716953284478165923651392478923847651,61,0.006,0,0
483125769125769483769483125291637854637854291854291637346518972972346518518972346,61,0.008,0,0
368512749512479638479368152185724963724693815693185274831257496946831527257946381,61,0.007,0,0
584967231697231854321854967846793125973125486215486793469372518158649372732518649,61,0.008,0,0
367429185429158376158367492591683247274591638683274519816732954945816723732945861,61,0.014,0,0
876549123549213786213876459381657294657924831924381567432168975795432618168795342,61,0.008,0,0
629845317485731692371269458162498573948357126537612984716924835294583761853176249,61,0.012,0,0
531476829647928513892315674253641798164897235789532146925163487316784952478259361,61,0.007,0,0
784356921219874653536129478428763195673591842951248367347615289165982734892437516,61,0.007,0,0
859413276672958413314276958461782539935164782287539164126897345798345621543621897,61,0.007,0,0
542731986689524317713698245135879624897462531426153798971286453268345179354917862,61,0.006,0,0
659782134314596728278143569961258347437619285825374691193865472742931856586427913,61,0.006,0,0
956824173137956842824137965348571296571269384269348517783615429615492738492783651,61,0.008,0,0
625148739814973562397256481948732615156489327273561894532614978789325146461897253,61,0.008,0,0
825617394493528617716394528954862731137459862268731459672143985589276143341985276,61,0.011,0,0
947351286135682974268479153894137562526948731713265849471523698352896417689714325,61,0.014,0,0
843279156651384297792165348427691835916853724538742619185437962269518473374926581,61,0.021,0,0
574683219863129574219754863356891427427536981981247356792465138645318792138972645,61,0.007,0,0
892643715517829436634571298263415987789236154451798362345187629178962543926354871,61,0.007,0,0
846971253523684179719352486467519328238746915195823647384167592952438761671295834,61,0.006,0,0
127649853358172496694385721971564382546238179283917645419856237732491568865723914,61,0.007,0,0
465713982928465731713928456139284675284657193657139248392846517846571329571392864,61,0.008,0,0
789456132231987456654132987812795643597643218346218795163829574475361829928574361,61,0.007,0,0
736845129912673584458291367327456891564918273189732645841329756293567418675184932,61,0.012,0,0
984213576231567984576948231153679428697482153428135697749821365812356749365794812,61,0.014,0,0
238591674647328915951467283863215749794683152125974836419736528376852491582149367,61,0.007,0,0
249136875875294163163857249658729431431685792792413658527941386914368527386572914,61,0.008,0,0
571346829892517346364829517286195473159473268437268195745632981623981754918754632,61,0.006,0,0
968173254713542869452698317275486193391725648846931572189357426624819735537264981,61,0.008,0,0
352416987641879352987523641295341768768952134134687295423168579816795423579234816,61,0.007,0,0
165479823479328561328165974917842635536917248842536719751294386294683157683751492,61,0.007,0,0
976584312132967458548123796214639587693875124857241963789452631425316879361798245,61,0.007,0,0
368754192547192836921836754415928367289367541673541928194283675832675419756419283,61,0.008,0,0
256437198189652743734981265391268574547193826862745319928576431675314982413829657,61,0.009,0,0
328459167459671832671328945165837294942165783837942516514786329293514678786293451,61,0.011,0,0
517896432324517689896324751439752168681439275752681943948273516165948327273165894,61,0.006,0,0
451398267267451398398267451736125849125849736849736125914683572683572914572914683,61,0.006,0,0
839674215647125983152893764496517832571382649328469157213948576765231498984756321,61,0.007,0,0
194372685568914327732658941927835416385461279641297853816749532253186794479523168,61,0.008,0,0
452679813813254976976318452168435729729861534534927168691583247247196385385742691,61,0.007,0,0
379641825641285739285379461928137654137564298564928317413856972792413586856792143,61,0.008,0,0
837945126459612837126783459713598642985264713642371985578429361294136578361857294,61,0.009,0,0
583479261216835974947162538469321857132758496875694123798246315351987642624513789,61,0.009,0,0
316287495945631782872594136128975643759346218463812579297453861534168927681729354,61,0.008,0,0
451632897897154236236798451143926785785341629629587143574213968968475312312869574,61,0.013,0,0
538729146614583927792641385261435798879216534453897612387962451145378269926154873,61,0.008,0,0
897251463125634897463978125546893712389127546712465389638719254254386971971542638,61,0.007,0,0
163879425254613978789524316691487253532961784847352169428135697315796842976248531,61,0.006,0,0
237815496469237851815469273194672385358194627672358149541926738783541962926783514,61,0.014,0,0
346128579821579643975643128682791435197435286534286791753864912219357864468912357,61,0.007,0,0
658372194194586237237941658763294815429158763815637429541863972972415386386729541,61,0.006,0,0
534617982289435617716982435621859374958374126473126859845763291192548763367291548,61,0.009,0,0
265147398147398265398265147539726814726814539814539726981653472653472981472981653,61,0.007,0,0
132975468975864231864132579413297685586413792297586314758641923329758146641329857,61,0.012,0,0
532468197917532648468917352841793526256841973793256481189375264375624819624189735,61,0.008,0,0
459621783126387459783954126894165237561732894237498561915276348672843915348519672,61,0.007,0,0
645391287139278465827456319371582946496713528258964731783625194914837652562149873,61,0.012,0,0
342916587961758243785324169657832914823491756419675328538249671294167835176583492,61,0.008,0,0
714296538583147692629835741246958173895371264137462859968513427351724986472689315,61,0.007,0,0
768354291453129678921867543584932167617485329239716854875243916342691785196578432,61,0.008,0,0
562183479479625318318794562946512837251378946837469251695231784784956123123847695,61,0.007,0,0
254769318796138425183245679678351942315492867429687531947816253861523794532974186,61,0.007,0,0
796284513315769842248351697831597426624813975579642138483175269962438751157926384,61,0.008,0,0
345189267189672534672345918264538791917264853538917426796423185423851679851796342,61,0.014,0,0
413582976852796413976143852685937241241865397397421685524678139768319524139254768,61,0.007,0,0
897651243651324978324897516785162394162439857439785621213948765948576132576213489,61,0.007,0,0
152794638683512947974863125397628451415937286268145379526471893741389562839256714,61,0.008,0,0
534716298716298534298534716823451679451679823679823451962385147147962385385147962,61,0.006,0,0
219548673458376921736129845941785362623491587875263194567932418392814756184657239,61,0.007,0,0
362841579148597236795263814953126748621784395487359162879635421214978653536412987,61,0.007,0,0
379458621261973584854162739598246173642317958713895462935684217486721395127539846,61,0.011,0,0
265873194194256837837149265651327948372984651948615372519762483726438519483591726,61,0.007,0,0
521983476839467125674152938748621593395874612216539847483716259167295384952348761,61,0.006,0,0
927368415541927683368541279275689134689413752413275896136754928892136547754892361,61,0.029,0,0
651493872827651439493827615978216543216534987534978261145389726389762154762145398,61,0.008,0,0
157426983938571624642389175429813567576294318381765492815647239764932851293158746,61,0.006,0,0
245136798987425631316897524791258463634971852528364179462713985859642317173589246,61,0.007,0,0
354698271127543698869271543598716432243985716671432985732854169916327854485169327,61,0.007,0,0
745139862286475193319826457531298746928764315674351289867543921453912678192687534,61,0.020,0,0
896734152743251968215869437137925684468173529952486371571692843384517296629348715,61,0.007,0,0
256931487478562139193784265647253891819476352325198674932817546564329718781645923,61,0.008,0,0
617394582825761394943582761156947823238615947479823615764239158581476239392158476,61,0.008,0,0
196843275725619348438572916951436827364728591287195634579361482613284759842957163,61,0.007,0,0
831654279297813654645279813952387461416925387378461925723148596184596732569732148,61,0.007,0,0
564937821973812564821546973156479382382165497497328156649783215738251649215694738,61,0.007,0,0
852163479361794825497258316785632194236941758149587263523416987978325641614879532,61,0.006,0,0
473612598621589473598437621286953714714268935935741286349176852852394167167825349,61,0.006,0,0
238476591467159832195283764671925483384617259952348176846791325719532648523864917,61,0.007,0,0
168453297792816435534279861216385974479621358853947612347192586685734129921568743,61,0.009,0,0
154986372732415689869273514328754961691832457547169238473591826915628743286347195,61,0.006,0,0
613745982892361547457289163761524839245938671389176425576492318924813756138657294,61,0.007,0,0
638215794479836125512974386261759438957348612843162579186527943394681257725493861,61,0.008,0,0
127459386495863217836172945278915634364287591951346728649738152783521469512694873,61,0.006,0,0
631598247724316598859247316246183975597462183318975462463851729972634851185729634,61,0.006,0,0
874356192291478356653192478538619247742835619916247835429783561387561924165924783,61,0.007,0,0
813547269475296318962381574139875426624913857758462931247639185396158742581724693,61,0.008,0,0
321569847487132965695748231813625794256497183974381526162954378549873612738216459,61,0.008,0,0
164958723273416859589327614957632148418795236326841597792163485631584972845279361,61,0.008,0,0
968531274724689513153247698639415827287396451541872369475928136316754982892163745,61,0.009,0,0
861437295347925861295681347478593612612748953953162478129876534534219786786354129,61,0.034,0,0
163542897542897163897163542928671435671435928435928671259786314314259786786314259,61,0.007,0,0
364529718178364259529178634432957186816432597957816342791683425683245971245791863,61,0.006,0,0
257134869341689275896725314913856427568247931472391586639578142124963758785412693,61,0.008,0,0
254198376367452819891763245543219687678345921912876534125987463436521798789634152,61,0.006,0,0
719483562843562179652179483284695731371824695965731824437258916196347258528916347,61,0.007,0,0
687194235194235687235687194946351872351872946872946351723468519468519723519723468,61,0.007,0,0
348597261975216843162834579753962184629148357481375926534729618816453792297681435,61,0.010,0,0
945632178632781594781945263268174359593268417174593826356827941419356782827419635,61,0.007,0,0
195342678423867195678519423862751349517934862349286517756193284931428756284675931,61,0.006,0,0
789652341652134897134789526918275634275463189463918752597326418326841975841597263,61,0.006,0,0
536894217127563489849172356784621593953748162612935874278316945495287631361459728,61,0.006,0,0
483572169572691348691483257259168734347259816168347925814735692926814573735926481,61,0.008,0,0
598761243432895716167234859719642385853917624246358971975126438384579162621483597,61,0.008,0,0
925468713317592486684731529761253894532849167498176235859614372273985641146327958,61,0.007,0,0
875261943216943857934857261358726194149385726762194385527619438691438572483572619,61,0.007,0,0
281679345967345812534812679845126793379458126612793458493581267158267934726934581,61,0.007,0,0
793426185462185739158739426521978643634512978987643512819367254376254891245891367,61,0.006,0,0
172384596834596712956712384748639251521478639369251478615827943287943165493165827,61,0.006,0,0
842167953716395284539428671425681739397254816168973542684719325253846197971532468,61,0.007,0,0
629573184184269753753814629372145968415698372968732415891326547236457891547981236,61,0.007,0,0
432987165789561432165234789246379518518642973973815246394758621621493857857126394,61,0.007,0,0
957128463643975812182634597571862349439517286826493751264359178718246935395781624,61,0.008,0,0
128475936475693281693128754512347698869512473347869125751934862286751349934286517,61,0.007,0,0
967132548312485769845697213581974632794326185236851497629513874478269351153748926,61,0.008,0,0
452981763819367542673245189534812976128679354796453218241798635365124897987536421,61,0.006,0,0
782635149194782653635194728946821375357946812821357964219578436463219587578463291,61,0.009,0,0
